sentiment,content,processing_result
0,chance win fabulous prizes trip qatar fifa world cup qatar 2022 perform least 4 transactions using zenith bank visa debit prepaid card,"['chanc', 'win', 'fabul', 'prize', 'trip', 'qatar', 'fifa', 'world', 'cup', 'qatar', '2022', 'perform', 'least', '4', 'transact', 'use', 'zenith', 'bank', 'visa', 'debit', 'prepaid', 'card']"
1,dubai city amphitheatre 15 000 person facility dubai media city transformed fan zone event fifa world cup qatar 2022 management mcgettigans hospitality subscribe rundown,"['dubai', 'citi', 'amphitheatr', '15', '000', 'person', 'facil', 'dubai', 'media', 'citi', 'transform', 'fan', 'zone', 'event', 'fifa', 'world', 'cup', 'qatar', '2022', 'manag', 'mcgettigan', 'hospit', 'subscrib', 'rundown']"
0,64 matches ready dont miss fifa world cup qatar 2022 21 november 18 december,"['64', 'match', 'readi', 'dont', 'miss', 'fifa', 'world', 'cup', 'qatar', '2022', '21', 'novemb', '18', 'decemb']"
2,hotel hosting failed pay workers overtime owes money even wealthy players tourists sleep facilities coverage latest report,"['hotel', 'host', 'fail', 'pay', 'worker', 'overtim', 'owe', 'money', 'even', 'wealthi', 'player', 'tourist', 'sleep', 'facil', 'coverag', 'latest', 'report']"
1,president korea meets deputy prime minister minister foreign affairs meeting reviewed bilateral cooperation state preparations host fifa world cup,"['presid', 'korea', 'meet', 'deputi', 'prime', 'minist', 'minist', 'foreign', 'affair', 'meet', 'review', 'bilater', 'cooper', 'state', 'prepar', 'host', 'fifa', 'world', 'cup']"
0,qatar 2022 world cup arabs saudi sports minister,"['qatar', '2022', 'world', 'cup', 'arab', 'saudi', 'sport', 'minist']"
0,hyundai kona electric designed drive future comes dc quick charging 57 min one kind experience book test drive today get chance win trip two fifa world cup qatar 2022,"['hyundai', 'kona', 'electr', 'design', 'drive', 'futur', 'come', 'dc', 'quick', 'charg', '57', 'min', 'one', 'kind', 'experi', 'book', 'test', 'drive', 'today', 'get', 'chanc', 'win', 'trip', 'two', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,ready biggest football event world stay tuned major news bring one step closer seat qatar ready fifa worldcup,"['readi', 'biggest', 'footbal', 'event', 'world', 'stay', 'tune', 'major', 'news', 'bring', 'one', 'step', 'closer', 'seat', 'qatar', 'readi', 'fifa', 'worldcup']"
1,tickets hospitality packages fifa world cup qatar 2022 lists pal stine country instead isra l according media reports,"['ticket', 'hospit', 'packag', 'fifa', 'world', 'cup', 'qatar', '2022', 'list', 'pal', 'stine', 'countri', 'instead', 'isra', 'l', 'accord', 'media', 'report']"
2,suprised delay world cups broadcast details dont surprise think people concern much going pay quality streaming times premium,"['supris', 'delay', 'world', 'cup', 'broadcast', 'detail', 'dont', 'surpris', 'think', 'peopl', 'concern', 'much', 'go', 'pay', 'qualiti', 'stream', 'time', 'premium']"
0,fifa world cup qatar 2022 exhibition opened oman,"['fifa', 'world', 'cup', 'qatar', '2022', 'exhibit', 'open', 'oman']"
0,adidas al rihla official match ball fifa world cup qatar 2022 soccer ball size 5 ebay,"['adida', 'al', 'rihla', 'offici', 'match', 'ball', 'fifa', 'world', 'cup', 'qatar', '2022', 'soccer', 'ball', 'size', '5', 'ebay']"
2,2022 world cup around goals scored amp champions crowned start celebrating thousands migrant workers helped build stadiums amp infrastructure died injured never paid time,"['2022', 'world', 'cup', 'around', 'goal', 'score', 'amp', 'champion', 'crown', 'start', 'celebr', 'thousand', 'migrant', 'worker', 'help', 'build', 'stadium', 'amp', 'infrastructur', 'die', 'injur', 'never', 'paid', 'time']"
0,95 days go fifa world cup qatar 2022,"['95', 'day', 'go', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,qatar country stranger important contemporary public art works richard serra damien hirst transformed outdoor art museum experience ahead fifa world cup qatar 2022,"['qatar', 'countri', 'stranger', 'import', 'contemporari', 'public', 'art', 'work', 'richard', 'serra', 'damien', 'hirst', 'transform', 'outdoor', 'art', 'museum', 'experi', 'ahead', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,ahead kick discover offer including mix modern traditional attractions provide something meaningful every fan,"['ahead', 'kick', 'discov', 'offer', 'includ', 'mix', 'modern', 'tradit', 'attract', 'provid', 'someth', 'meaning', 'everi', 'fan']"
0,fifa confirms changing date 2022 qatar world cup tournament begin november 20 instead november 21 three games scheduled get photo hayya card,"['fifa', 'confirm', 'chang', 'date', '2022', 'qatar', 'world', 'cup', 'tournament', 'begin', 'novemb', '20', 'instead', 'novemb', '21', 'three', 'game', 'schedul', 'get', 'photo', 'hayya', 'card']"
0,fifa world cup qatar 2022 countdown 95 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '95', 'day', 'kick']"
0,read experience workers partner hotels hosting teams tourists latest report,"['read', 'experi', 'worker', 'partner', 'hotel', 'host', 'team', 'tourist', 'latest', 'report']"
0,teranga lions senegal among 5 african teams qualified qatar 2022 fifa world cup played later year third time played 2002 2018 tournaments currently reigning african champions,"['teranga', 'lion', 'seneg', 'among', '5', 'african', 'team', 'qualifi', 'qatar', '2022', 'fifa', 'world', 'cup', 'play', 'later', 'year', 'third', 'time', 'play', '2002', '2018', 'tournament', 'current', 'reign', 'african', 'champion']"
0,full page article qatar stars league second week matches first ever football match played fifa world cup qatar 2022 lusail stadium al rayyan al arabi historical facts qatari football written daily newspaper oslobodjenje,"['full', 'page', 'articl', 'qatar', 'star', 'leagu', 'second', 'week', 'match', 'first', 'ever', 'footbal', 'match', 'play', 'fifa', 'world', 'cup', 'qatar', '2022', 'lusail', 'stadium', 'al', 'rayyan', 'al', 'arabi', 'histor', 'fact', 'qatari', 'footbal', 'written', 'daili', 'newspap', 'oslobodjenj']"
0,visit qatar top 10 attractions world cup 2022 delhi november 28 ianslife prior start fifa world cup ten incredible new hotels activities announced qatar tourism,"['visit', 'qatar', 'top', '10', 'attract', 'world', 'cup', '2022', 'delhi', 'novemb', '28', 'ianslif', 'prior', 'start', 'fifa', 'world', 'cup', 'ten', 'incred', 'new', 'hotel', 'activ', 'announc', 'qatar', 'tourism']"
0,heres complete guide havent yet applied hayya card,"['here', 'complet', 'guid', 'havent', 'yet', 'appli', 'hayya', 'card']"
1,launches website highlighting 2022 healthcare objectives titled healthy fifa world cup qatar 2022 creating legacy sport health,"['launch', 'websit', 'highlight', '2022', 'healthcar', 'object', 'titl', 'healthi', 'fifa', 'world', 'cup', 'qatar', '2022', 'creat', 'legaci', 'sport', 'health']"
0,expectation future world cups always even,"['expect', 'futur', 'world', 'cup', 'alway', 'even']"
0,97 days go six goals header non stop action one entertaining matches time,"['97', 'day', 'go', 'six', 'goal', 'header', 'non', 'stop', 'action', 'one', 'entertain', 'match', 'time']"
1,qatar anticipates 1 600 flights per day world cup,"['qatar', 'anticip', '1', '600', 'flight', 'per', 'day', 'world', 'cup']"
1,preparations motion 1 300 buses 9 routes 1 day tested thursday august 18 preparations fifa world cup qatar 2022 take place,"['prepar', 'motion', '1', '300', 'buse', '9', 'rout', '1', 'day', 'test', 'thursday', 'august', '18', 'prepar', 'fifa', 'world', 'cup', 'qatar', '2022', 'take', 'place']"
1,achievement clearly proves efforts make world cup couldnt real,"['achiev', 'clearli', 'prove', 'effort', 'make', 'world', 'cup', 'couldnt', 'real']"
0,b roll video release selected fifa world cup officials continue comprehensive preparation qatar 2022 world cup,"['b', 'roll', 'video', 'releas', 'select', 'fifa', 'world', 'cup', 'offici', 'continu', 'comprehens', 'prepar', 'qatar', '2022', 'world', 'cup']"
0,ready fifa world cup qatar 2022 hisense,"['readi', 'fifa', 'world', 'cup', 'qatar', '2022', 'hisens']"
0,upcoming fifa world cup qatar 2022 partnership seen marketing images,"['upcom', 'fifa', 'world', 'cup', 'qatar', '2022', 'partnership', 'seen', 'market', 'imag']"
0,art excitement every 4 years beauty fifa world cup november one event focus dstv brings 64 matches world greatest football competition,"['art', 'excit', 'everi', '4', 'year', 'beauti', 'fifa', 'world', 'cup', 'novemb', 'one', 'event', 'focu', 'dstv', 'bring', '64', 'match', 'world', 'greatest', 'footbal', 'competit']"
0,new post african country fifa world cup africa assemble,"['new', 'post', 'african', 'countri', 'fifa', 'world', 'cup', 'africa', 'assembl']"
1,selected 1 5000 global excluding qatar volunteers makes feel really happy need decide travel said dates,"['select', '1', '5000', 'global', 'exclud', 'qatar', 'volunt', 'make', 'feel', 'realli', 'happi', 'need', 'decid', 'travel', 'said', 'date']"
0,recent episode celebrates 100 days go fifa world cup qatar 2022,"['recent', 'episod', 'celebr', '100', 'day', 'go', 'fifa', 'world', 'cup', 'qatar', '2022']"
0,fifa world cup qatar 2022 updated match schedule,"['fifa', 'world', 'cup', 'qatar', '2022', 'updat', 'match', 'schedul']"
1,bein sports twitter partner ahead fifa world cup qatar 2022,"['bein', 'sport', 'twitter', 'partner', 'ahead', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,bein sports official broadcaster fifa world cup qatar 2022 across middle east north africa mena,"['bein', 'sport', 'offici', 'broadcast', 'fifa', 'world', 'cup', 'qatar', '2022', 'across', 'middl', 'east', 'north', 'africa', 'mena']"
0,join celebration fifa fans join celebrations chance win category 1 tickets opening match doha festival city place vendome mall qatar,"['join', 'celebr', 'fifa', 'fan', 'join', 'celebr', 'chanc', 'win', 'categori', '1', 'ticket', 'open', 'match', 'doha', 'festiv', 'citi', 'place', 'vendom', 'mall', 'qatar']"
0,96 days go fifa world cup qatar 2022,"['96', 'day', 'go', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,officials ramp preparations seminars held across three continents referees preparing use technology support,"['offici', 'ramp', 'prepar', 'seminar', 'held', 'across', 'three', 'contin', 'refere', 'prepar', 'use', 'technolog', 'support']"
0,fifa world cup 2022 stadia ahmad bin ali stadium fifa world cup takes place qatar 32 teams competing crowned world champions,"['fifa', 'world', 'cup', '2022', 'stadia', 'ahmad', 'bin', 'ali', 'stadium', 'fifa', 'world', 'cup', 'take', 'place', 'qatar', '32', 'team', 'compet', 'crown', 'world', 'champion']"
1,bein sports partner ahead fifa world cup qatar 2022 tm,"['bein', 'sport', 'partner', 'ahead', 'fifa', 'world', 'cup', 'qatar', '2022', 'tm']"
0,fifa world cup match officials continue preparation qatar 2022 african sports monthly,"['fifa', 'world', 'cup', 'match', 'offici', 'continu', 'prepar', 'qatar', '2022', 'african', 'sport', 'monthli']"
1,biggest football festival earth fifaworldcup qatar2022 finally begin 97 days,"['biggest', 'footbal', 'festiv', 'earth', 'fifaworldcup', 'qatar2022', 'final', 'begin', '97', 'day']"
0,fifa world cup officials continue preparation qatar 2022,"['fifa', 'world', 'cup', 'offici', 'continu', 'prepar', 'qatar', '2022']"
0,verified countdown 100 days go kickoff fifa world cup qatar 2022,"['verifi', 'countdown', '100', 'day', 'go', 'kickoff', 'fifa', 'world', 'cup', 'qatar', '2022']"
2,really calling israel occupied palestine stop antisemitic bs boycott fifa world cup 2022,"['realli', 'call', 'israel', 'occupi', 'palestin', 'stop', 'antisemit', 'bs', 'boycott', 'fifa', 'world', 'cup', '2022']"
1,incredible lusail stadium proud receive five star rating gsas largest capacity fifa world cup 2022 venue delivers lasting legacy beautiful infrastructure unique design 1 2,"['incred', 'lusail', 'stadium', 'proud', 'receiv', 'five', 'star', 'rate', 'gsa', 'largest', 'capac', 'fifa', 'world', 'cup', '2022', 'venu', 'deliv', 'last', 'legaci', 'beauti', 'infrastructur', 'uniqu', 'design', '1', '2']"
1,incredible lusail stadium proud receive five star rating gsas largest capacity 2022 venue delivers lasting legacy beautiful infrastructure unique design,"['incred', 'lusail', 'stadium', 'proud', 'receiv', 'five', 'star', 'rate', 'gsa', 'largest', 'capac', '2022', 'venu', 'deliv', 'last', 'legaci', 'beauti', 'infrastructur', 'uniqu', 'design']"
2,corrupt sonia gandhi gave qatar 2022 world championship taking huge bribe praful patel corrupt sonia gandhi corrupt praful patel fifa mocking india,"['corrupt', 'sonia', 'gandhi', 'gave', 'qatar', '2022', 'world', 'championship', 'take', 'huge', 'bribe', 'praful', 'patel', 'corrupt', 'sonia', 'gandhi', 'corrupt', 'praful', 'patel', 'fifa', 'mock', 'india']"
1,official website booking match tickets lists country instead thanks lot,"['offici', 'websit', 'book', 'match', 'ticket', 'list', 'countri', 'instead', 'thank', 'lot']"
1,lebanese pop star myriam fares preparing song fifa world cup qatar 2022,"['lebanes', 'pop', 'star', 'myriam', 'fare', 'prepar', 'song', 'fifa', 'world', 'cup', 'qatar', '2022']"
0,getting closer counting canada odds qatar 2022,"['get', 'closer', 'count', 'canada', 'odd', 'qatar', '2022']"
0,fifa world cup qatar 2022 countdown 97 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '97', 'day', 'kick']"
1,fifa world cup qatar 2022 fifa holds 3 seminars preparing referees qatar 2022,"['fifa', 'world', 'cup', 'qatar', '2022', 'fifa', 'hold', '3', 'seminar', 'prepar', 'refere', 'qatar', '2022']"
0,daytrip fans attending fifa world cup qatar 2022 apply hayya card,"['daytrip', 'fan', 'attend', 'fifa', 'world', 'cup', 'qatar', '2022', 'appli', 'hayya', 'card']"
1,15 000 cameras monitored aspire command control center world cup 2022,"['15', '000', 'camera', 'monitor', 'aspir', 'command', 'control', 'center', 'world', 'cup', '2022']"
2,families workers died make qatar 2022 possible may choice send children work early marriage make ends meet chance remedy hr abuses committing remedy families,"['famili', 'worker', 'die', 'make', 'qatar', '2022', 'possibl', 'may', 'choic', 'send', 'children', 'work', 'earli', 'marriag', 'make', 'end', 'meet', 'chanc', 'remedi', 'hr', 'abus', 'commit', 'remedi', 'famili']"
1,italian pierluigi collina chairman fifa referees committee explained mission preparing referees world cup avoid use technology endorsement prevent human error game,"['italian', 'pierluigi', 'collina', 'chairman', 'fifa', 'refere', 'committe', 'explain', 'mission', 'prepar', 'refere', 'world', 'cup', 'avoid', 'use', 'technolog', 'endors', 'prevent', 'human', 'error', 'game']"
2,sign share petition bring visibility human rights violations,"['sign', 'share', 'petit', 'bring', 'visibl', 'human', 'right', 'violat']"
1,lusail stadium becomes seventh fifa world cup qatar 2022 venue receive global sustainability assessment system gsas certification monday venue awarded class certificate construction management five star rating design build,"['lusail', 'stadium', 'becom', 'seventh', 'fifa', 'world', 'cup', 'qatar', '2022', 'venu', 'receiv', 'global', 'sustain', 'assess', 'system', 'gsa', 'certif', 'monday', 'venu', 'award', 'class', 'certif', 'construct', 'manag', 'five', 'star', 'rate', 'design', 'build']"
0,im delighted announce wait almost deal 100 done im excited looking forward see soon,"['im', 'delight', 'announc', 'wait', 'almost', 'deal', '100', 'done', 'im', 'excit', 'look', 'forward', 'see', 'soon']"
0,favourites heading years opta predictions reigning champions france lead way chance repeating watch find nations fall,"['favourit', 'head', 'year', 'opta', 'predict', 'reign', 'champion', 'franc', 'lead', 'way', 'chanc', 'repeat', 'watch', 'find', 'nation', 'fall']"
0,leaks ridiculous clickbait less 100 days jersey designs released fans going time support team w kit purchase weve since march get sh together,"['leak', 'ridicul', 'clickbait', 'less', '100', 'day', 'jersey', 'design', 'releas', 'fan', 'go', 'time', 'support', 'team', 'w', 'kit', 'purchas', 'weve', 'sinc', 'march', 'get', 'sh', 'togeth']"
0,anthony taylor allowed play part upcoming fifa world cup qatar 2022 performances weekend serve deterrent avoid unexpected outcomes could lead,"['anthoni', 'taylor', 'allow', 'play', 'part', 'upcom', 'fifa', 'world', 'cup', 'qatar', '2022', 'perform', 'weekend', 'serv', 'deterr', 'avoid', 'unexpect', 'outcom', 'could', 'lead']"
1,wonderful see excited players willing shine im dying see there,"['wonder', 'see', 'excit', 'player', 'will', 'shine', 'im', 'die', 'see']"
1,99 im excited finally see live amazing stadiums,"['99', 'im', 'excit', 'final', 'see', 'live', 'amaz', 'stadium']"
1,definitely world cup far indisputable,"['definit', 'world', 'cup', 'far', 'indisput']"
